Identificador_Equipo,Nombre_Equipo,Tipo_Equipo,Línea,Proceso,Criticidad,Fecha_Observacion,Falla_Real,Prediccion,Probabilidad_Falla_7_Dias,Probabilidad_Falla_7_Dias_Pct,Modelo
355455,Pasteurizador 16,Pasteurizador,Línea de Helados 04,Preparación,Alta,2026-08-26,0,0,0.0104,1.04,Random Forest
355455,Pasteurizador 16,Pasteurizador,Línea de Helados 04,Preparación,Alta,2026-08-27,0,0,0.0178,1.78,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-05,0,0,0.0023,0.23,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-06,0,0,0.0018,0.18,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-07,0,0,0.0107,1.07,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-08,0,0,0.002,0.2,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-09,0,0,0.0015,0.15,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-10,0,0,0.0154,1.54,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-11,0,0,0.002,0.2,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-12,0,0,0.0014,0.14,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-13,0,0,0.0024,0.24,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-14,0,0,0.0022,0.22,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-15,0,0,0.0017,0.17,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-16,0,0,0.0022,0.22,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-17,0,0,0.0026,0.26,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-18,0,0,0.0133,1.33,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-19,0,0,0.0046,0.46,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-20,0,0,0.0129,1.29,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-21,0,0,0.0213,2.13,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-22,0,0,0.0294,2.94,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-23,0,0,0.2398,23.98,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-24,0,0,0.1201,12.01,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-25,0,0,0.2037,20.37,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-26,0,0,0.1753,17.53,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-27,0,0,0.4798,47.98,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-28,0,0,0.4817,48.17,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-29,1,1,0.6806,68.06,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-06-30,1,1,0.7969,79.69,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-01,1,1,0.7506,75.06,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-02,1,1,0.9669,96.69,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-03,1,1,0.85,85.0,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-04,1,1,0.9433,94.33,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-05,1,1,0.9849,98.49,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-06,0,0,0.0158,1.58,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-07,0,0,0.0205,2.05,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-08,0,0,0.0294,2.94,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-09,0,0,0.0633,6.33,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-10,0,0,0.055,5.5,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-11,0,0,0.0091,0.91,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-12,0,0,0.0021,0.21,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-13,0,0,0.0027,0.27,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-14,0,0,0.0016,0.16,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-15,0,0,0.0023,0.23,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-16,0,0,0.0014,0.14,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-17,0,0,0.0195,1.95,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-18,0,0,0.0013,0.13,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-19,0,0,0.0183,1.83,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-20,0,0,0.0018,0.18,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-21,0,0,0.0068,0.68,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-22,0,0,0.0024,0.24,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-23,0,0,0.002,0.2,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-24,0,0,0.0083,0.83,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-25,0,0,0.0035,0.35,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-26,0,0,0.0241,2.41,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-27,0,0,0.002,0.2,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-28,0,0,0.0013,0.13,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-29,0,0,0.0129,1.29,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-30,0,0,0.0025,0.25,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-07-31,0,0,0.0013,0.13,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-01,0,0,0.0116,1.16,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-02,0,0,0.0013,0.13,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-03,0,0,0.0317,3.17,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-04,0,0,0.0024,0.24,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-05,0,0,0.0097,0.97,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-06,0,0,0.0828,8.28,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-07,0,0,0.0896,8.96,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-08,0,0,0.0967,9.67,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-09,0,0,0.1306,13.06,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-10,0,0,0.2441,24.41,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-11,0,1,0.5414,54.14,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-12,0,1,0.5919,59.19,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-13,1,1,0.6962,69.62,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-14,1,1,0.8676,86.76,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-15,1,1,0.9246,92.46,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-16,1,1,0.7529,75.29,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-17,1,1,0.8666,86.66,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-18,1,1,0.9265,92.65,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-19,1,1,0.9455,94.55,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-20,0,0,0.0488,4.88,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-21,0,0,0.0306,3.06,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-22,0,0,0.0296,2.96,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-23,0,0,0.0126,1.26,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-24,0,0,0.0164,1.64,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-25,0,0,0.0139,1.39,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-26,0,0,0.0012,0.12,Random Forest
375045,Mezclador industrial 05,Mezclador industrial,Línea de Helados 01,Preparación,Baja,2026-08-27,0,0,0.0026,0.26,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-05,0,0,0.007,0.7,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-06,0,0,0.008,0.8,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-07,0,0,0.058,5.8,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-08,0,0,0.0047,0.47,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-09,0,0,0.0229,2.29,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-10,0,0,0.0994,9.94,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-11,0,0,0.0407,4.07,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-12,0,0,0.0107,1.07,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-13,0,0,0.0385,3.85,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-14,0,0,0.0938,9.38,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-15,0,0,0.0465,4.65,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-16,0,0,0.031,3.1,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-17,0,0,0.0059,0.59,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-18,0,0,0.005,0.5,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-19,0,0,0.0866,8.66,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-20,0,0,0.0572,5.72,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-21,0,0,0.0237,2.37,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-22,0,0,0.0203,2.03,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-23,0,0,0.0507,5.07,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-24,0,0,0.0108,1.08,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-25,0,0,0.0113,1.13,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-26,0,0,0.01,1.0,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-27,0,0,0.0265,2.65,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-28,0,0,0.0775,7.75,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-29,0,0,0.007,0.7,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-06-30,0,0,0.123,12.3,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-01,0,0,0.1057,10.57,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-02,0,0,0.228,22.8,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-03,0,0,0.1912,19.12,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-04,0,0,0.4727,47.27,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-05,0,0,0.416,41.6,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-06,0,1,0.6486,64.86,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-07,0,1,0.7769,77.69,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-08,0,1,0.7733,77.33,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-09,0,1,0.9108,91.08,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-10,1,1,0.8916,89.16,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-11,1,1,0.9619,96.19,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-12,1,1,0.9742,97.42,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-13,1,1,0.9718,97.18,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-14,1,1,0.9684,96.84,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-15,1,1,0.9777,97.77,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-16,1,1,0.962,96.2,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-17,0,0,0.0913,9.13,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-18,0,0,0.0552,5.52,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-19,0,0,0.0147,1.47,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-20,0,0,0.0147,1.47,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-21,0,0,0.008,0.8,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-22,0,0,0.0288,2.88,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-23,0,0,0.0056,0.56,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-24,0,0,0.0533,5.33,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-25,0,0,0.0178,1.78,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-26,0,0,0.0064,0.64,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-27,0,0,0.0078,0.78,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-28,0,0,0.0075,0.75,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-29,0,0,0.007,0.7,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-30,0,0,0.0071,0.71,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-07-31,0,0,0.0051,0.51,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-01,0,0,0.0065,0.65,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-02,0,0,0.0059,0.59,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-03,0,0,0.0277,2.77,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-04,0,0,0.0046,0.46,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-05,0,0,0.1017,10.17,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-06,0,0,0.1106,11.06,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-07,0,0,0.1311,13.11,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-08,0,0,0.1027,10.27,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-09,0,0,0.2368,23.68,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-10,0,0,0.4431,44.31,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-11,0,0,0.3241,32.41,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-12,0,0,0.469,46.9,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-13,0,1,0.5411,54.11,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-14,0,1,0.6594,65.94,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-15,0,1,0.631,63.1,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-16,0,1,0.8988,89.88,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-17,0,1,0.9004,90.04,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-18,1,1,0.9093,90.93,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-19,1,1,0.9367,93.67,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-20,1,1,0.9499,94.99,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-21,1,1,0.9652,96.52,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-22,1,1,0.9794,97.94,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-23,1,1,0.9641,96.41,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-24,1,1,0.9708,97.08,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-25,0,0,0.0764,7.64,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-26,0,0,0.0982,9.82,Random Forest
398119,Bomba de circulación 07,Bomba de circulación,Línea de Helados 03,Refrigeración,Alta,2026-08-27,0,0,0.0642,6.42,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-05,1,1,0.964,96.4,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-06,1,1,0.9493,94.93,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-07,0,0,0.0245,2.45,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-08,0,0,0.028,2.8,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-09,0,0,0.0576,5.76,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-10,0,0,0.0297,2.97,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-11,0,0,0.0344,3.44,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-12,0,0,0.0132,1.32,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-13,0,0,0.0243,2.43,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-14,0,0,0.0056,0.56,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-15,0,0,0.0051,0.51,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-16,0,0,0.0017,0.17,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-17,0,0,0.0007,0.07,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-18,0,0,0.0082,0.82,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-19,0,0,0.0253,2.53,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-20,0,0,0.0029,0.29,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-21,0,0,0.0005,0.05,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-22,0,0,0.0091,0.91,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-23,0,0,0.0004,0.04,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-24,0,0,0.0035,0.35,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-25,0,0,0.0004,0.04,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-26,0,0,0.0004,0.04,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-27,0,0,0.0004,0.04,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-28,0,0,0.0155,1.55,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-29,0,0,0.0009,0.09,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-06-30,0,0,0.0213,2.13,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-01,0,0,0.0084,0.84,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-02,0,0,0.0066,0.66,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-03,0,0,0.0009,0.09,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-04,0,0,0.0009,0.09,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-05,0,0,0.0009,0.09,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-06,0,0,0.0097,0.97,Random Forest
435609,Homogeneizador 15,Homogeneizador,Línea de Helados 03,Preparación,Baja,2026-07-07,0,0,0.0005,0.05,Random Forest
